API Well Number,Well Name,Well Name Suffix,Bottom Lease Number,Bottom Area,Bottom Block,Company Name,Spud Date,BH Total MD (feet),True Vertical Depth (feet),TVD Subsea (feet),RKB,KOP,Total Depth Date,Status Date,Type Code,Status Code,Casing Cut Code,Water Depth (feet),Underwater Comp Stub,Surface Lease Number,Surface Latitude,Surface Longitude,Bottom Latitude,Bottom Longitude
608174047670, A005,ST00BP01,G07958,MC,  763,Shell Offshore Inc.,9/19/1995,16558,14688,14606,82,15713,9/24/1995,9/29/1995,D,ST,N,2945,N,G07963,28.1695911,-89.2228952,28.1803432,-89.2117076
608174112600,UI002,ST00BP00,G05868,MC,  809,Shell Offshore Inc.,5/29/2007,18512,18489,18407,82,,6/14/2008,6/25/2015,D,ST,N,3848,N,G05868,28.15795071,-89.09361435,28.15782221,-89.09495735
608174112300,PI001,ST00BP00,G09873,MC,  810,Shell Offshore Inc.,4/28/2007,20713,18717,18635,82,,3/25/2008,11/17/2013,E,ST,N,3853,N,G05868,28.15824905,-89.09317492,28.17126885,-89.08070612
608174111100,DM003,ST00BP00,G07957,MC,  762,Shell Offshore Inc.,7/27/2007,19500,18336,18245,91,,10/1/2007,10/11/2007,D,ST,N,2900,N,G07963,28.17644512,-89.2335455,28.18140952,-89.2437353
608174038870,  004,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,10/31/1990,5450,5450,5359,91,,11/7/1990,11/15/1990,E,ST,N,2956,N,G07963,28.17834076,-89.22156555,28.17830906,-89.22157685
608174110900, A005,ST00BP00,G07955,MC,  731,Shell Offshore Inc.,11/19/2006,20027,15743,15661,82,,1/5/2007,1/11/2007,D,ST,N,5377,N,G05863,28.27819654,-88.64549235,28.25663164,-88.65111065
608174099001,DM001,ST01BP00,G07962,MC,  806,Shell Offshore Inc.,9/3/2006,17640,17124,17033,91,13655,9/11/2006,9/19/2006,E,ST,N,3003,N,G07962,28.16757572,-89.24040045,28.16460112,-89.24584655
608174059203, A004,ST02BP01,G09883,MC,  854,Shell Offshore Inc.,3/19/2006,26224,18265,18058,207,9905,5/4/2006,7/1/2006,D,ST,N,3800,N,G05868,28.154096,-89.103723,28.126707,-89.07073
608174109100, P005,ST00BP00,G12166,MC,  765,Shell Offshore Inc.,3/23/2006,20529,16831,16749,82,,5/1/2006,5/26/2006,D,ST,N,3646,N,G05868,28.17569135,-89.1171753,28.20060895,-89.1221545
608174059202, A004,ST02BP00,G05868,MC,  809,Shell Offshore Inc.,2/20/2006,9980,9723,9516,207,7305,3/13/2006,3/17/2006,D,ST,N,3800,N,G05868,28.154096,-89.103723,28.1529516,-89.1014129
608174048602, A014,ST02BP00,G07963,MC,  807,Shell Offshore Inc.,9/23/2004,16600,13408,13216,192,14341,9/25/2004,2/12/2005,D,ST,N,2940,N,G07963,28.16948694,-89.22278605,28.15463824,-89.23509505
608174048601, A014,ST01BP00,G07962,MC,  806,Shell Offshore Inc.,7/26/2004,21145,16340,16148,192,11555,8/16/2004,9/23/2004,D,ST,N,2940,N,G07963,28.16948694,-89.22278605,28.14665424,-89.24072805
608174049102, A016,ST02BP00,G07963,MC,  807,Shell Offshore Inc.,4/24/2004,18690,18117,17925,192,18644,4/24/2004,3/29/2017,D,ST,N,2945,N,G07963,28.16948721,-89.22290271,28.17235341,-89.21452291
608174103300,  003,ST00BP00,G07957,MC,  762,Shell Offshore Inc.,12/25/2003,24600,24596,24521,75,,2/20/2004,2/1/2009,D,ST,N,3151,N,G07957,28.18869253,-89.26909395,28.18877383,-89.26931865
608174048201, A011,ST01BP00,G07958,MC,  763,Shell Offshore Inc.,6/30/2003,19100,14204,14012,192,15660,7/14/2003,8/2/2017,D,ST,N,2945,S,G07963,28.16955138,-89.22299354,28.19161408,-89.20870874
608174100501, P004,ST01BP00,G12166,MC,  765,Shell Offshore Inc.,4/7/2003,22090,18341,18259,82,14830,4/13/2003,4/16/2009,D,ST,N,3638,N,G05868,28.17624275,-89.11798721,28.19483985,-89.09992901
608174047070,  001,ST00BP00,G07976,MC,  935,Shell Offshore Inc.,1/29/1994,15901,15644,15558,86,,4/13/1994,4/14/1994,E,ST,,3918,N,G07976,28.02511779,-89.42692389,28.02311439,-89.42866889
608174038570,  002,ST01BP00,G09883,MC,  854,Shell Offshore Inc.,11/20/1990,15773,15515,15467,48,,12/19/1990,,E,ST,,4020,N,G09883,28.13647925,-89.07694616,28.13561635,-89.08029366
608174033272,  001,ST00BP02,G06982,MC,  837,"Texaco Exploration and Production, Inc.",12/5/1988,8161,6785,6702,83,8000,12/10/1988,12/11/1988,E,ST,N,1708,N,G06982,28.08671659,-89.91704012,28.08691659,-89.90714612
608174030170,  001,ST00BP00,G06941,MC,  201,"Texaco Exploration and Production, Inc.",12/14/1987,6590,6590,6490,100,,12/30/1987,1/6/1988,E,ST,N,2780,N,G06941,28.78791675,-88.73646014,28.78789155,-88.73649284
608174022570,  001,ST00BP00,G05211,MC,  310,"Texaco Exploration and Production, Inc.",8/18/1985,13188,13187,13122,65,,11/20/1985,12/25/1985,E,ST,N,1136,N,G05211,28.62146121,-89.87258815,28.62127061,-89.87234065
608174101500,  001,ST00BP00,G24103,MC,  752,Walter Oil & Gas Corporation,5/16/2003,10695,10694,10620,74,,6/4/2003,6/6/2003,E,ST,N,1667,N,G24103,28.1837085,-89.76245472,28.1836821,-89.76253982
608174053170,  003,ST00BP01,G09873,MC,  810,Shell Offshore Inc.,5/23/1996,18995,18552,18471,81,17202,5/28/1996,6/4/1996,E,ST,,3943,N,G09873,28.1500989,-89.08191333,28.1517507,-89.08743513
608174045570,  001,ST00BP00,G05868,MC,  809,Shell Offshore Inc.,7/19/1993,19931,19927,19881,46,,12/9/1993,12/11/1993,E,ST,,3762,N,G05868,28.15787049,-89.113429,28.15748579,-89.1138404
608174046070, A001,ST00BP01,G07963,MC,  807,Shell Offshore Inc.,1/12/1996,13041,12133,12051,82,11778,1/12/1996,3/19/1997,E,ST,,2945,N,G07963,28.16938555,-89.22279549,28.16375875,-89.22076639
608174038072,  003,ST01BP01,G07963,MC,  807,Shell Offshore Inc.,9/21/1990,19150,18982,18891,91,17744,9/28/1990,10/1/1990,E,ST,,2930,N,G07963,28.16766901,-89.232564,28.16445681,-89.2318453
608174038071,  003,ST01BP00,G07963,MC,  807,Shell Offshore Inc.,7/22/1990,19645,19449,19358,91,11800,9/20/1990,9/21/1990,E,ST,,2930,N,G07963,28.16766901,-89.232564,28.16398091,-89.2320007
608174038070,  003,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,4/21/1990,16931,16323,16232,91,,6/29/1990,7/5/1990,E,ST,,2930,N,G07963,28.16766901,-89.232564,28.17298981,-89.2348625
608174036271,  001,ST00BP01,G07963,MC,  807,Shell Offshore Inc.,9/28/1989,12259,12238,12190,48,,11/1/1989,,E,ST,,3013,N,G07963,28.1546017,-89.23543926,28.1546695,-89.23656086
608174036270,  001,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,7/26/1989,11736,11736,11688,48,,9/27/1989,,E,ST,,3013,N,G07963,28.1546017,-89.23543926,28.1544485,-89.23542836
608174035171,  001,ST00BP01,G07958,MC,  763,Shell Offshore Inc.,3/1/1989,18420,18407,18359,48,14370,3/25/1989,4/5/1989,E,ST,,3170,N,G07958,28.18260944,-89.20745654,28.18247774,-89.20884554
608174035170,  001,ST00BP00,G07958,MC,  763,Shell Offshore Inc.,1/13/1989,14900,14896,14848,48,,3/8/1989,3/1/1989,E,ST,,3170,N,G07958,28.18260944,-89.20745654,28.18241894,-89.20810564
608174038871,  004,ST00BP01,G07963,MC,  807,Shell Offshore Inc.,11/15/1990,19150,19144,19053,91,4115,2/10/1991,3/11/1991,E,ST,,2956,N,G07963,28.17834076,-89.22156555,28.17795646,-89.22232285
608174100802,  001,ST00BP02,G07957,MC,  762,Shell Offshore Inc.,2/11/2003,19565,18401,18326,75,13650,3/8/2003,3/22/2003,E,ST,N,2910,N,G07963,28.17601983,-89.23501018,28.18120663,-89.24511258
608174100801,  001,ST00BP01,G07957,MC,  762,Shell Offshore Inc.,1/14/2003,17890,17041,16966,75,6944,2/6/2003,2/9/2003,E,ST,N,2910,N,G07963,28.17601983,-89.23501018,28.17994153,-89.24255938
608174098801, P003,ST00BP01,G12166,MC,  765,Shell Offshore Inc.,1/15/2003,27050,20029,19947,82,7087,10/17/2003,11/8/2003,E,ST,N,3642,N,G05868,28.17581911,-89.11707187,28.21009261,-89.10603167
608174100800,  006,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,1/3/2003,7005,7005,6930,75,,1/9/2003,1/13/2003,E,ST,N,2910,N,G07963,28.17601983,-89.23501018,28.17612903,-89.23506828
608174100500, P004,ST00BP00,G12166,MC,  765,Shell Offshore Inc.,12/7/2002,20500,18617,18535,82,,3/23/2003,4/7/2003,D,ST,N,3638,S,G05868,28.17624275,-89.11798721,28.19038865,-89.10638201
608174059703, A010,ST01BP02,G12166,MC,  765,Shell Offshore Inc.,6/20/2002,28901,17813,17606,207,26890,6/27/2002,7/16/2002,D,ST,,3800,N,G05868,28.15403831,-89.10365001,28.20240401,-89.11998151
608174099000,DM001,ST00BP00,G07962,MC,  806,Shell Offshore Inc.,6/23/2002,22731,21175,21100,75,,9/2/2002,9/3/2006,E,ST,,3003,N,G07962,28.16757572,-89.24040045,28.15886572,-89.25322165
608174059702, A010,ST01BP01,G12166,MC,  765,Shell Offshore Inc.,5/15/2002,29012,17843,17636,207,26730,5/24/2002,6/18/2002,D,ST,,3800,N,G05868,28.15403831,-89.10365001,28.20263661,-89.12042321
608174033273,  001,ST00BP03,G06982,MC,  837,"Texaco Exploration and Production, Inc.",12/11/1988,9269,7525,7442,83,8176,1/12/1989,1/13/1989,E,ST,,1708,N,G06982,28.08671659,-89.91704012,28.08667349,-89.90460032
608174033271,  001,ST00BP01,G06982,MC,  837,"Texaco Exploration and Production, Inc.",11/16/1988,8702,7155,7072,83,7986,12/4/1988,12/5/1988,E,ST,,1708,N,G06982,28.08671659,-89.91704012,28.08692649,-89.90592052
608174033270,  001,ST00BP00,G06982,MC,  837,"Texaco Exploration and Production, Inc.",9/22/1988,8195,6803,6720,83,,11/15/1988,11/16/1988,E,ST,,1708,N,G06982,28.08671659,-89.91704012,28.08713219,-89.90680392
608174096301, P002,ST00BP01,G14653,MC,  766,Shell Offshore Inc.,5/1/2002,33200,22555,22473,82,29062,5/10/2002,5/5/2003,E,ST,,3637,N,G05868,28.17636481,-89.11788962,28.19649841,-89.06153802
608174098800, P003,ST00BP00,G05868,MC,  809,Shell Offshore Inc.,12/3/2002,7573,7573,7491,82,,1/13/2003,1/15/2003,E,ST,,3642,N,G05868,28.17581911,-89.11707187,28.17589041,-89.11701067
608174059701, A010,ST01BP00,G12166,MC,  765,Shell Offshore Inc.,3/23/2002,27600,17195,16988,207,18620,3/31/2002,5/12/2002,D,ST,,3800,N,G05868,28.15403831,-89.10365001,28.19941411,-89.11911081
608174096300, P002,ST00BP00,G14653,MC,  766,Shell Offshore Inc.,1/7/2002,31753,21271,21189,82,,3/26/2002,5/1/2002,E,ST,,3637,N,G05868,28.17636481,-89.11788962,28.19510501,-89.06358822
608174091801,  002,ST00BP01,G05863,MC,  687,Shell Offshore Inc.,8/13/2001,21496,21226,21151,75,20130,8/20/2001,9/5/2001,E,ST,,5150,N,G05863,28.31098634,-88.64952439,28.31391374,-88.64535699
608174048701, A019,ST00BP01,G07958,MC,  763,Shell Offshore Inc.,4/18/2001,27565,19801,19609,192,22802,5/9/2001,7/8/2001,D,ST,,2945,N,G07963,28.16948837,-89.22301815,28.19924837,-89.19383105
608174087806,SS006,ST03BP00,G09896,MC,  899,Shell Offshore Inc.,4/30/2001,19938,17710,17628,82,11833,5/3/2001,8/28/2001,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05649987,-89.02647804
608174091800,  002,ST00BP00,G05863,MC,  687,Shell Offshore Inc.,3/19/2001,23498,23258,23183,75,,7/27/2001,8/13/2001,E,ST,,5150,N,G05863,28.31098634,-88.64952439,28.31418034,-88.64527329
608174058002,SS005,ST02BP00,G09896,MC,  899,Shell Offshore Inc.,3/23/2001,17888,17685,17603,82,15024,3/25/2001,7/14/2018,D,ST,,4393,S,G09896,28.05649332,-89.00923944,28.05423922,-89.01002774
608174058300,  001,ST00BP00,G13682,MC,  247,"Texaco Exploration and Production, Inc.",11/6/1997,10976,10975,10893,82,,12/5/1997,12/20/1997,D,ST,N,3030,N,G13682,28.72188883,-88.6312259,28.72177882,-88.63099641
608174088203,PI002,ST03BP00,G12166,MC,  765,Shell Offshore Inc.,8/9/2000,27156,20895,20813,82,14540,9/5/2000,11/9/2007,D,ST,,3544,N,G12166,28.18457819,-89.13206539,28.20210699,-89.10176299
608174059201, A004,ST01BP00,G05868,MC,  809,Shell Offshore Inc.,8/9/2000,21420,19768,19561,207,13698,8/28/2000,2/25/2006,D,ST,,3800,N,G05868,28.154096,-89.103723,28.1570872,-89.1135329
608174088202,PI002,ST02BP00,G12166,MC,  765,Shell Offshore Inc.,7/12/2000,22400,18320,18238,82,13300,7/22/2000,8/9/2000,D,ST,,3544,N,G12166,28.18457819,-89.13206539,28.19841259,-89.11324549
608174049302, A018,ST02BP00,G07963,MC,  807,Shell Offshore Inc.,6/21/2000,22215,13226,13034,192,7375,8/3/2000,2/14/2019,E,ST,,2945,N,G07963,28.16944832,-89.22277027,28.14329542,-89.22049367
608174049301, A018,ST01BP00,G07963,MC,  807,Shell Offshore Inc.,6/18/2000,8235,7471,7279,192,7388,6/22/2000,6/21/2000,E,ST,,2950,N,G07963,28.16944832,-89.22277027,28.16519382,-89.22188387
608174087805,SS006,ST02BP02,G09896,MC,  899,Shell Offshore Inc.,6/28/2000,20633,18294,18209,85,19640,6/30/2000,4/30/2001,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05751167,-89.02674984
608174088201,PI002,ST01BP00,G12166,MC,  765,Shell Offshore Inc.,6/1/2000,23274,18420,18338,82,13290,6/8/2000,7/12/2000,D,ST,,3544,N,G12166,28.18457819,-89.13206539,28.19935249,-89.11037589
608174087804,SS006,ST02BP01,G09896,MC,  899,Shell Offshore Inc.,5/24/2000,20859,18498,18413,85,18440,6/1/2000,6/28/2000,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05781487,-89.02661334
608174087803,SS006,ST02BP00,G09896,MC,  899,Shell Offshore Inc.,5/16/2000,18986,16846,16761,85,17917,5/18/2000,5/24/2000,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05563227,-89.02581134
608174087802,SS006,ST01BP01,G09896,MC,  899,Shell Offshore Inc.,5/6/2000,20401,18270,18185,85,17695,5/10/2000,5/16/2000,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05606577,-89.02605534
608174087801,SS006,ST01BP00,G09896,MC,  899,Shell Offshore Inc.,4/30/2000,18120,16047,15962,85,17077,5/3/2000,5/6/2000,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05521997,-89.02494814
608174088200,PI002,ST00BP00,G12166,MC,  765,Shell Offshore Inc.,4/8/2000,21705,18149,18067,82,,5/22/2000,6/1/2000,E,ST,,3544,N,G12166,28.18457819,-89.13206539,28.20444119,-89.12113879
608174088100,  001,ST00BP00,G15528,MC,  988,Shell Offshore Inc.,4/1/2000,14136,14125,14043,82,,5/11/2000,5/16/2000,E,ST,,4385,N,G15528,27.96597399,-88.97659904,27.96563609,-88.97580634
608174087800,SS006,ST00BP00,G09896,MC,  899,Shell Offshore Inc.,3/3/2000,20363,18255,18170,85,,4/25/2000,4/30/2000,D,ST,,4393,N,G09896,28.05692707,-89.00949544,28.05477547,-89.02621704
608174087202, C002,ST02BP00,G08496,MC,  657,Shell Offshore Inc.,2/18/2000,16767,16563,16478,85,13291,2/19/2000,4/8/2004,E,ST,,7591,N,G08496,28.36303544,-87.92336234,28.36179074,-87.92643264
608174087201, C002,ST01BP00,G08496,MC,  657,Shell Offshore Inc.,2/3/2000,16396,16395,16310,85,12124,2/10/2000,2/18/2000,E,ST,,7591,N,G08496,28.36303544,-87.92336234,28.36317694,-87.92317334
608174087200, C002,ST00BP00,G08496,MC,  657,Shell Offshore Inc.,1/7/2000,12516,12516,12431,85,,1/31/2000,2/4/2000,E,ST,,7591,N,G08496,28.36303544,-87.92336234,28.36304314,-87.92333784
608174111400,SS001,ST00BP00,G21750,MC,  241,Walter Oil & Gas Corporation,2/7/2007,8287,8050,7968,82,,2/28/2007,3/6/2007,E,ST,N,2427,N,G21750,28.74073511,-88.92965355,28.73845971,-88.93031635
608174033870,  003,ST00BP00,G06946,MC,  321,Walter Oil & Gas Corporation,8/15/1988,14511,14501,14419,82,,10/26/1988,10/27/1988,E,ST,N,564,N,G06946,28.62089595,-89.32469572,28.62117185,-89.32436862
608174059402, A006,ST02BP00,G05871,MC,  853,Shell Offshore Inc.,9/16/1999,22500,18214,18007,207,14453,11/30/1999,12/8/1999,D,ST,,3800,N,G05868,28.15413717,-89.10348126,28.13686447,-89.09472696
608174059401, A006,ST01BP00,G05871,MC,  853,Shell Offshore Inc.,8/28/1999,21188,18303,18096,207,14555,9/5/1999,9/16/1999,D,ST,,3800,N,G05868,28.15413717,-89.10348126,28.13777627,-89.09947216
608174048500, A020,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,12/24/1994,19903,18092,18010,82,,1/22/1995,8/21/2016,E,ST,N,2945,S,G07963,28.16946582,-89.22294576,28.15750462,-89.23461726
608174059400, A006,ST00BP00,G05871,MC,  853,Shell Offshore Inc.,3/26/1998,21662,19482,19275,207,,8/15/1999,8/28/1999,D,ST,N,3800,N,G05868,28.15413717,-89.10348126,28.13591307,-89.09823136
608174050300,  002,ST00BP00,G07976,MC,  935,Shell Offshore Inc.,12/22/1994,21962,20217,20131,86,,3/9/1995,4/10/1995,E,ST,N,3859,N,G07976,28.04314931,-89.43292662,28.03174501,-89.43249042
608174106701,SS001,ST01BP00,G21163,MC,  161,Walter Oil & Gas Corporation,7/4/2005,9290,8729,8651,78,6430,7/16/2005,7/22/2005,E,ST,N,2924,N,G21163,28.8372047,-88.55934822,28.8351561,-88.55525752
608174106700,SS001,ST00BP00,G21163,MC,  161,Walter Oil & Gas Corporation,6/19/2005,7883,7600,7522,78,,7/1/2005,7/4/2005,E,ST,N,2924,N,G21163,28.8372047,-88.55934822,28.8370667,-88.56187522
608174091503,SS001,ST03BP00,G21751,MC,  278,Walter Oil & Gas Corporation,3/31/2005,15488,14500,14428,72,9984,4/14/2005,4/17/2004,E,ST,N,560,N,G21751,28.67448402,-89.27036599,28.66708062,-89.27044709
608174104101,SS002,ST00BP01,G16624,MC,  583,Walter Oil & Gas Corporation,4/21/2004,13041,12487,12415,72,8612,5/27/2004,5/25/2013,E,ST,N,2487,N,G16624,28.35973291,-89.42274569,28.36110171,-89.42671579
608174104100,SS002,ST00BP00,G16624,MC,  583,Walter Oil & Gas Corporation,3/31/2004,9271,9270,9198,72,,4/18/2004,4/19/2004,E,ST,N,2487,N,G16624,28.35973291,-89.42274569,28.35955521,-89.42285989
608174137400,  001,ST00BP00,G33166,MC,  612,Shell Offshore Inc.,2/21/2018,*****,*****,*****,102,*****,3/11/2018,3/23/2018,E,ST,N,7372,D,G33166,28.38717183,-88.00093886,*****,*****
608174049101, A016,ST01BP00,G07963,MC,  807,Shell Offshore Inc.,2/2/2004,18812,18234,18042,192,16164,2/10/2004,4/24/2004,D,ST,N,2945,N,G07963,28.16948721,-89.22290271,28.17241391,-89.21459601
608174138600,UI004,ST00BP00,G09873,MC,  810,Shell Offshore Inc.,4/28/2018,*****,*****,*****,102,*****,5/21/2018,5/24/2018,D,ST,N,3851,N,G05868,28.15805793,-89.09353739,*****,*****
608174083500, A001,ST00BP00,G07975,MC,  934,Shell Offshore Inc.,1/19/1999,12688,12300,12218,82,,2/20/1999,3/7/1999,D,ST,N,3875,N,G07975,28.03771471,-89.44423816,28.04184311,-89.44089116
608174083600, A002,ST00BP00,G07975,MC,  934,Shell Offshore Inc.,4/14/1999,18015,17884,17802,82,,5/21/1999,6/3/1999,D,ST,N,3853,N,G07975,28.03746015,-89.44417042,28.03452355,-89.44229452
608174047600, A005,ST00BP00,G07958,MC,  763,Shell Offshore Inc.,8/24/1995,16600,14896,14814,82,,9/19/1995,9/19/1995,E,ST,N,2945,S,G07963,28.1695911,-89.2228952,28.1800818,-89.2119762
608174047000,  001,ST00BP01,G07976,MC,  935,Shell Offshore Inc.,4/14/1994,16807,16282,16196,86,15197,4/22/1994,5/1/1994,E,ST,N,3918,N,G07976,28.02511779,-89.42692389,28.02190799,-89.43013869
608174101501,  001,ST01BP00,G24103,MC,  752,Walter Oil & Gas Corporation,6/6/2003,11102,10600,10526,74,7340,6/11/2003,6/12/2003,E,ST,N,1667,N,G24103,28.1837085,-89.76245472,28.1788921,-89.76345572
608174120802,MB002,ST00BP02,G07962,MC,  806,Shell Offshore Inc.,2/16/2019,*****,*****,*****,232,*****,3/17/2019,3/17/2019,E,ST,N,3039,N,G07963,28.15987109,-89.23923067,*****,*****
608174137900,VA004,ST00BP00,G31534,MC,  940,Shell Offshore Inc.,6/1/2018,*****,*****,*****,102,*****,10/17/2018,10/18/2018,E,ST,N,3996,N,G31534,28.00817925,-89.16233279,*****,*****
608174120801,MB002,ST00BP01,G07962,MC,  806,Shell Offshore Inc.,11/20/2018,*****,*****,*****,232,*****,1/22/2019,2/16/2019,E,ST,N,3039,N,G07963,28.15987109,-89.23923067,*****,*****
608174136400,  004,ST00BP00,G34461,MC,  812,Shell Offshore Inc.,10/10/2017,*****,*****,*****,82,*****,11/18/2017,12/5/2017,E,ST,N,4488,S,G34461,28.17123688,-88.96088732,*****,*****
608174135000,  001,ST00BP00,G33744,MC,  567,Shell Offshore Inc.,8/30/2016,14235,14235,14153,82,,9/30/2016,10/28/2016,E,ST,N,7289,N,G33744,28.41858453,-88.03498237,28.41852103,-88.03488767
608174094200,SS003,ST00BP00,G19936,MC,  322,Walter Oil & Gas Corporation,7/9/2001,6500,6500,6426,74,,7/17/2001,7/19/2001,E,ST,,680,N,G19936,28.62164186,-89.26079872,28.62160936,-89.26068842
608174092400,SS001,ST00BP00,G16650,MC,  837,Walter Oil & Gas Corporation,4/20/2001,7000,7000,6926,74,,5/8/2001,5/13/2001,E,ST,,1524,N,G16650,28.09916648,-89.91950706,28.09918248,-89.91944846
608174091502,SS001,ST02BP00,G21751,MC,  278,Walter Oil & Gas Corporation,3/31/2001,15700,15670,15598,72,10305,4/14/2001,3/31/2005,E,ST,,560,C,G21751,28.67448402,-89.27036599,28.67366972,-89.27048569
608174091501,SS001,ST01BP00,G21751,MC,  278,Walter Oil & Gas Corporation,3/14/2001,15406,14733,14661,72,9618,3/26/2001,3/31/2001,E,ST,,560,N,G21751,28.67448402,-89.27036599,28.66791322,-89.26857459
608174129800,  001,ST00BP00,G34460,MC,  811,Shell Offshore Inc.,2/2/2015,34500,26635,26588,47,,4/15/2015,6/23/2015,E,ST,N,4475,N,G34461,28.17385156,-88.96012142,28.17774226,-89.00767312
608174111200,DM002,ST00BP00,G07957,MC,  762,Shell Offshore Inc.,12/24/2006,22781,20644,20553,91,,4/13/2007,4/30/2007,D,ST,N,2902,N,G07963,28.17612484,-89.23306414,28.18367524,-89.25127924
608174134900,  002,ST00BP00,G08831,MC,  566,Shell Offshore Inc.,9/29/2016,29654,29646,29599,47,,12/18/2016,1/6/2017,E,ST,N,6925,N,G08831,28.43690772,-88.10156135,28.43725872,-88.10094215
608174134500,  002,ST00BP00,G09882,MC,  851,Shell Offshore Inc.,6/8/2016,22669,22146,22099,47,,7/26/2016,8/7/2016,E,ST,N,3222,N,G09882,28.12675075,-89.19963751,28.12190885,-89.19348531
608174048501, A020,ST01BP00,G07963,MC,  807,Shell Offshore Inc.,8/21/2016,19830,17674,17482,192,6912,10/31/2016,11/5/2016,E,ST,N,2945,N,G07963,28.16946582,-89.22294576,28.16762322,-89.22364946
608174048300, A012,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,6/9/1995,19025,18830,18748,82,,7/2/1995,12/28/2011,E,ST,N,2945,S,G07963,28.16952666,-89.2229227,28.16579516,-89.221303
608174046600, A003,ST00BP00,G07963,MC,  807,Shell Offshore Inc.,11/30/1993,19935,18938,18856,82,,5/27/1995,3/23/2014,E,ST,N,2945,S,G07963,28.16942638,-89.22292688,28.16415438,-89.23653348
608174091500,SS001,ST00BP00,G21751,MC,  278,Walter Oil & Gas Corporation,2/15/2001,15401,15399,15327,72,,3/8/2001,3/14/2001,E,ST,,560,N,G21751,28.67448402,-89.27036599,28.67476792,-89.27055529
608174133400,AE001,ST00BP00,G26253,MC,  392,Shell Offshore Inc.,5/14/2016,*****,*****,*****,102,*****,5/21/2017,12/16/2018,E,ST,N,7257,S,G26253,28.62173155,-87.98393722,*****,*****
608174115501, P007,ST01BP00,G05868,MC,  809,Shell Offshore Inc.,3/7/2017,15181,11636,11554,82,7654,3/12/2017,3/23/2017,D,ST,N,3646,S,G05868,28.17568747,-89.11732558,28.17181057,-89.13792678
608174131800,  001,ST00BP00,G08831,MC,  566,Shell Offshore Inc.,9/13/2015,28016,28015,27968,47,,1/7/2016,1/28/2016,E,ST,N,7015,N,G08831,28.42216163,-88.08864944,28.42212263,-88.08878654
608174129801,  001,ST01BP00,G34460,MC,  811,Shell Offshore Inc.,6/23/2015,34108,24762,24715,47,27022,7/24/2015,11/11/2016,E,ST,N,4475,S,G34461,28.17385156,-88.96012142,28.18265596,-88.99840932
608174128701,  001,ST01BP00,G34467,MC,  943,Shell Offshore Inc.,1/28/2015,34114,32787,32683,104,25230,2/15/2015,3/17/2015,E,ST,N,4213,N,G34467,28.01167543,-89.01337606,28.00884503,-89.00820286
608174128700,  001,ST00BP00,G34467,MC,  943,Shell Offshore Inc.,8/30/2014,30968,30360,30256,104,,12/14/2014,1/28/2015,E,ST,N,4213,N,G34467,28.01167543,-89.01337606,28.01681843,-89.02289676
608174112304,PI001,ST02BP00,G09873,MC,  810,Shell Offshore Inc.,5/31/2014,23815,18629,18547,82,20312,7/11/2014,8/31/2014,D,ST,N,3853,N,G05868,28.15824905,-89.09317492,28.17229325,-89.06826862
608174082800, A003,ST00BP00,G07969,MC,  890,Shell Offshore Inc.,10/29/1998,16870,15752,15670,82,,12/31/1998,5/2/2005,D,ST,N,3875,C,G07975,28.03739,-89.44469,28.0476455,-89.4385728
608174060200, A009,ST00BP00,G05868,MC,  809,Shell Offshore Inc.,4/1/1998,10508,9668,9461,207,,12/29/2002,1/15/2003,D,ST,N,3800,N,G05868,28.15393606,-89.10350216,28.15082066,-89.09820036
608174059700, A010,ST00BP00,G12166,MC,  765,Shell Offshore Inc.,4/3/1998,29846,18098,17891,207,,2/27/2002,3/17/2002,D,ST,N,3800,N,G05868,28.15403831,-89.10365001,28.20458741,-89.12250971
608174059200, A004,ST00BP00,G05868,MC,  809,Shell Offshore Inc.,3/22/1998,22723,20707,20500,207,,7/31/2000,8/9/2000,D,ST,N,3800,N,G05868,28.154096,-89.103723,28.1642903,-89.1233825
608174058600, A011,ST00BP00,G05868,MC,  809,Shell Offshore Inc.,12/9/1997,19990,18182,17975,207,,4/12/2001,4/27/2001,D,ST,N,3800,N,G05868,28.15401922,-89.10346034,28.13895142,-89.09607374
608174128101, A009,ST00BP01,G07976,MC,  935,Shell Offshore Inc.,4/21/2014,20472,16022,15936,86,17950,4/24/2014,5/8/2014,D,ST,N,3849,N,G07975,28.03731633,-89.44434368,28.01873883,-89.42600408
608174046601, A003,ST01BP00,G07963,MC,  807,Shell Offshore Inc.,3/23/2014,18084,12505,12313,192,6750,6/11/2014,6/25/2014,D,ST,N,2945,N,G07963,28.16942638,-89.22292688,28.14648988,-89.22436198
